"Gene stable ID","Transcript stable ID","UniProtKB/TrEMBL ID","Plant Reactome Reaction ID"
AT1G50090,AT1G50090.1,Q56WQ7,R-ATH-1119479
AT1G50090,AT1G50090.1,A0A178WMB7,R-ATH-1119479
AT4G32540,AT4G32540.2,A0A1P8B730,R-ATH-1119486
AT4G32540,AT4G32540.1,A0A178V499,R-ATH-1119486
AT5G50950,AT5G50950.1,B9DFR5,R-ATH-1119533
AT5G50950,AT5G50950.2,A0A178UQ57,R-ATH-1119533
AT5G50950,AT5G50950.2,A0A178U603,R-ATH-1119533
AT5G50950,AT5G50950.2,A0A178UN34,R-ATH-1119533
AT5G50950,AT5G50950.4,A0A1P8BDR1,R-ATH-1119533
AT5G50950,AT5G50950.3,B3H477,R-ATH-1119533
AT5G03650,AT5G03650.1,A0A178U949,R-ATH-1119477
AT1G52570,AT1G52570.2,ND,R-ATH-1119276
AT1G52570,AT1G52570.3,A0A178WFN9,R-ATH-1119276
AT1G52570,AT1G52570.1,ND,R-ATH-1119276
AT3G55610,AT3G55610.1,A0A178VF78,R-ATH-1119495
AT3G55610,AT3G55610.1,A0A178VF78,R-ATH-1119631
AT3G55610,AT3G55610.1,Q56ZS6,R-ATH-1119495
AT3G55610,AT3G55610.1,Q56ZS6,R-ATH-1119631
AT3G55610,AT3G55610.2,B3H5E3,R-ATH-1119495
AT3G55610,AT3G55610.2,B3H5E3,R-ATH-1119631
AT5G54080,AT5G54080.2,A0A178UDA7,R-ATH-1119506
AT5G54080,AT5G54080.1,ND,R-ATH-1119506
AT1G35190,AT1G35190.1,Q9C6F0,R-ATH-1119294
AT1G35190,AT1G35190.1,Q9C6F0,R-ATH-1119377
AT1G35190,AT1G35190.1,Q9C6F0,R-ATH-1119625
AT1G35190,AT1G35190.1,A0A178W2Z7,R-ATH-1119294
AT1G35190,AT1G35190.1,A0A178W2Z7,R-ATH-1119377
AT1G35190,AT1G35190.1,A0A178W2Z7,R-ATH-1119625
AT1G35190,AT1G35190.1,Q94JV6,R-ATH-1119294
AT1G35190,AT1G35190.1,Q94JV6,R-ATH-1119377
AT1G35190,AT1G35190.1,Q94JV6,R-ATH-1119625
AT1G35190,AT1G35190.2,F4HYA5,R-ATH-1119294
AT1G35190,AT1G35190.2,F4HYA5,R-ATH-1119377
AT1G35190,AT1G35190.2,F4HYA5,R-ATH-1119625
AT1G14520,AT1G14520.3,A0A1P8APC9,R-ATH-1119431
AT1G14520,AT1G14520.1,A0A178W5G4,R-ATH-1119431
AT1G14520,AT1G14520.2,F4HW72,R-ATH-1119431
AT1G14520,AT1G14520.2,Q0WLQ4,R-ATH-1119431
AT1G14520,AT1G14520.4,A0A178W5G4,R-ATH-1119431
AT3G04870,AT3G04870.2,ND,R-ATH-1119449
AT3G04870,AT3G04870.4,ND,R-ATH-1119449
AT3G04870,AT3G04870.1,A0A178VM60,R-ATH-1119449
AT3G04870,AT3G04870.3,ND,R-ATH-1119449
AT4G39800,AT4G39800.1,C4PW05,R-ATH-1119378
AT4G39800,AT4G39800.1,C4PW05,R-ATH-1119434
AT4G39800,AT4G39800.1,C4PW06,R-ATH-1119378
AT4G39800,AT4G39800.1,C4PW06,R-ATH-1119434
AT4G39800,AT4G39800.1,C4PW08,R-ATH-1119378
AT4G39800,AT4G39800.1,C4PW08,R-ATH-1119434
AT4G39800,AT4G39800.1,C4PW12,R-ATH-1119378
AT4G39800,AT4G39800.1,C4PW12,R-ATH-1119434
AT4G39800,AT4G39800.1,C4PW34,R-ATH-1119378
AT4G39800,AT4G39800.1,C4PW34,R-ATH-1119434
AT4G39800,AT4G39800.1,A0A384KJU9,R-ATH-1119378
AT4G39800,AT4G39800.1,A0A384KJU9,R-ATH-1119434
AT4G39800,AT4G39800.1,Q42548,R-ATH-1119378
AT4G39800,AT4G39800.1,Q42548,R-ATH-1119434
AT4G39800,AT4G39800.1,Q0WMH0,R-ATH-1119378
AT4G39800,AT4G39800.1,Q0WMH0,R-ATH-1119434
AT4G30440,AT4G30440.1,I1VCA9,R-ATH-1119428
AT4G30440,AT4G30440.1,I1VCA9,R-ATH-1119620
AT4G30440,AT4G30440.1,B9DHR4,R-ATH-1119428
AT4G30440,AT4G30440.1,B9DHR4,R-ATH-1119620
AT4G30440,AT4G30440.1,A0A384LBP5,R-ATH-1119428
AT4G30440,AT4G30440.1,A0A384LBP5,R-ATH-1119620
AT3G23250,AT3G23250.2,F4J2X8,R-ATH-8879007
AT3G23250,AT3G23250.1,A0A178V7L7,R-ATH-8879007
AT3G23250,AT3G23250.1,I6P5P0,R-ATH-8879007
AT1G11330,AT1G11330.3,A0A1P8AMY7,R-ATH-9611432
AT1G11330,AT1G11330.1,F4I8U6,R-ATH-9611432
AT1G11330,AT1G11330.2,A0A178WI76,R-ATH-9611432
AT3G10370,AT3G10370.1,A0A178VGW1,R-ATH-1119321
AT1G06570,AT1G06570.2,F4IDP2,R-ATH-1119506
AT1G06570,AT1G06570.2,F4IDP2,R-ATH-1119287
AT1G06570,AT1G06570.1,Q8L7E8,R-ATH-1119506
AT1G06570,AT1G06570.1,Q8L7E8,R-ATH-1119287
AT1G06570,AT1G06570.1,A0A178WHQ7,R-ATH-1119506
AT1G06570,AT1G06570.1,A0A178WHQ7,R-ATH-1119287
AT1G06570,AT1G06570.1,O82449,R-ATH-1119506
AT1G06570,AT1G06570.1,O82449,R-ATH-1119287
AT3G19710,AT3G19710.1,A0A178VKK1,R-ATH-1119479
AT4G37770,AT4G37770.1,Q56Y32,R-ATH-1119334
AT4G37770,AT4G37770.1,Q56Y32,R-ATH-1119624
AT4G37770,AT4G37770.1,A0A178UY24,R-ATH-1119334
AT4G37770,AT4G37770.1,A0A178UY24,R-ATH-1119624
AT1G64060,AT1G64060.1,A0A178WLX0,R-ATH-9607185
AT4G01850,AT4G01850.1,A0A178V3V9,R-ATH-1119501
AT4G01850,AT4G01850.1,A0A178V3V9,R-ATH-1119334
AT4G01850,AT4G01850.1,A0A178V3V9,R-ATH-1119624
AT4G01850,AT4G01850.1,A0A178V3V9,R-ATH-9025754
AT4G01850,AT4G01850.2,A0A178V3V9,R-ATH-1119501
AT4G01850,AT4G01850.2,A0A178V3V9,R-ATH-1119334
AT4G01850,AT4G01850.2,A0A178V3V9,R-ATH-1119624
AT4G01850,AT4G01850.2,A0A178V3V9,R-ATH-9025754
AT4G01850,AT4G01850.2,B9DHQ7,R-ATH-1119501
AT4G01850,AT4G01850.2,B9DHQ7,R-ATH-1119334
AT4G01850,AT4G01850.2,B9DHQ7,R-ATH-1119624
AT4G01850,AT4G01850.2,B9DHQ7,R-ATH-9025754
AT1G74920,AT1G74920.1,A0A178W4Y2,R-ATH-1119579
AT1G74920,AT1G74920.2,F4HXD2,R-ATH-1119579
AT3G22460,AT3G22460.2,A0A178VCV3,R-ATH-1119331
AT3G22460,AT3G22460.2,A0A178VB96,R-ATH-1119331
AT3G22460,AT3G22460.1,ND,R-ATH-1119331
AT1G15130,AT1G15130.1,A0A178W2A6,R-ATH-1119523
AT1G15130,AT1G15130.1,A0A178W2A6,R-ATH-1119265
AT3G49680,AT3G49680.1,A0A178VH13,R-ATH-1119540
AT3G49680,AT3G49680.1,A0A178VH13,R-ATH-1119460
AT3G49680,AT3G49680.1,A0A178VH13,R-ATH-1119600
AT3G49680,AT3G49680.1,A0A178VH13,R-ATH-1119496
AT3G49680,AT3G49680.1,A0A178VH13,R-ATH-1119544
AT3G49680,AT3G49680.2,B3H658,R-ATH-1119540
AT3G49680,AT3G49680.2,B3H658,R-ATH-1119460
AT3G49680,AT3G49680.2,B3H658,R-ATH-1119600
AT3G49680,AT3G49680.2,B3H658,R-ATH-1119496
AT3G49680,AT3G49680.2,B3H658,R-ATH-1119544
AT2G02390,AT2G02390.4,A0A1P8B2F0,R-ATH-1119506
AT2G02390,AT2G02390.3,ND,R-ATH-1119506
AT2G02390,AT2G02390.2,F4IQD1,R-ATH-1119506
AT2G02390,AT2G02390.2,A0A178VWM4,R-ATH-1119506
AT2G02390,AT2G02390.1,A0A178VW78,R-ATH-1119506
AT1G01060,AT1G01060.5,F4HQH3,R-ATH-8933811
AT1G01060,AT1G01060.7,A0A178W761,R-ATH-8933811
AT1G01060,AT1G01060.1,A0A178W761,R-ATH-8933811
AT1G01060,AT1G01060.6,F4HQH3,R-ATH-8933811
AT1G01060,AT1G01060.3,A0A178W761,R-ATH-8933811
AT1G01060,AT1G01060.2,A0A178W761,R-ATH-8933811
AT1G01060,AT1G01060.8,A0A178W761,R-ATH-8933811
AT1G01060,AT1G01060.4,F4HQG9,R-ATH-8933811
AT1G01060,AT1G01060.4,A0A178W696,R-ATH-8933811
AT4G36900,AT4G36900.1,A0A178V109,R-ATH-8879007
AT2G27860,AT2G27860.1,A0A178VYU0,R-ATH-1119563
AT2G27860,AT2G27860.1,A0A178VYU0,R-ATH-5654894
AT1G66200,AT1G66200.2,F4ID92,R-ATH-1119291
AT1G66200,AT1G66200.2,F4ID92,R-ATH-1119293
AT1G66200,AT1G66200.2,F4ID92,R-ATH-1119443
AT1G66200,AT1G66200.3,F4ID91,R-ATH-1119291
AT1G66200,AT1G66200.3,F4ID91,R-ATH-1119293
AT1G66200,AT1G66200.3,F4ID91,R-ATH-1119443
AT1G66200,AT1G66200.1,A0A178W9R9,R-ATH-1119291
AT1G66200,AT1G66200.1,A0A178W9R9,R-ATH-1119293
AT1G66200,AT1G66200.1,A0A178W9R9,R-ATH-1119443
AT1G66200,AT1G66200.1,Q0WWL2,R-ATH-1119291
AT1G66200,AT1G66200.1,Q0WWL2,R-ATH-1119293
AT1G66200,AT1G66200.1,Q0WWL2,R-ATH-1119443
AT1G66200,AT1G66200.1,C0Z2C2,R-ATH-1119291
AT1G66200,AT1G66200.1,C0Z2C2,R-ATH-1119293
AT1G66200,AT1G66200.1,C0Z2C2,R-ATH-1119443
AT1G66200,AT1G66200.1,A0A178UKX4,R-ATH-1119291
AT1G66200,AT1G66200.1,A0A178UKX4,R-ATH-1119293
AT1G66200,AT1G66200.1,A0A178UKX4,R-ATH-1119443
AT2G18700,AT2G18700.1,A0A178VRP3,R-ATH-1119516
ATCG00490,ATCG00490.1,A0A1B1W4U8,R-ATH-1119312
ATCG00490,ATCG00490.1,H9AFL1,R-ATH-1119312
ATCG00490,ATCG00490.1,G0WXW0,R-ATH-1119312
ATCG00490,ATCG00490.1,A0A075M556,R-ATH-1119312
ATCG00490,ATCG00490.1,A0A142I795,R-ATH-1119312
ATCG00490,ATCG00490.1,A0A0K1CVP8,R-ATH-1119312
ATCG00490,ATCG00490.1,Q85B88,R-ATH-1119312
ATCG00490,ATCG00490.1,X5ICS1,R-ATH-1119312
ATCG00490,ATCG00490.1,H9AFL0,R-ATH-1119312
ATCG00490,ATCG00490.1,A0A0F7C956,R-ATH-1119312
AT3G24090,AT3G24090.1,Q9LIP9,R-ATH-1119386
AT3G24090,AT3G24090.1,A0A384L621,R-ATH-1119386
AT1G18690,AT1G18690.1,A0A178W660,R-ATH-5655101
AT1G18690,AT1G18690.2,ND,R-ATH-5655101
AT1G18690,AT1G18690.4,ND,R-ATH-5655101
AT1G18690,AT1G18690.3,ND,R-ATH-5655101
AT5G46570,AT5G46570.1,A0A178UM21,R-ATH-5632095
AT5G14470,AT5G14470.1,A0A178URH8,R-ATH-1119431
AT3G54640,AT3G54640.1,A0A178VIW0,R-ATH-1119494
AT3G54640,AT3G54640.1,A0A178VJ48,R-ATH-1119494
AT4G03080,AT4G03080.1,A0A178V3F1,R-ATH-5632095
AT3G19390,AT3G19390.1,A0A178VHV4,R-ATH-8986768
AT2G38700,AT2G38700.1,A0A178VRG6,R-ATH-1119615
AT1G47845,AT1G47845.1,A0A1P8ARU2,R-ATH-1119424
AT1G47845,AT1G47845.1,A0A1P8ARU2,R-ATH-1119601
AT2G38050,AT2G38050.1,A0A178VNR4,R-ATH-1119456
AT1G51780,AT1G51780.1,A0A178WGQ8,R-ATH-1119580
AT3G15020,AT3G15020.1,A0A178VBJ9,R-ATH-1119533
AT3G15020,AT3G15020.2,A8MQK3,R-ATH-1119533
AT3G61530,AT3G61530.2,A0A178V3C2,R-ATH-1119496
AT3G61530,AT3G61530.2,A0A178V3C2,R-ATH-1119544
AT3G61530,AT3G61530.1,A0A178VE54,R-ATH-1119496
AT3G61530,AT3G61530.1,A0A178VE54,R-ATH-1119544
AT1G06180,AT1G06180.1,A0A178W702,R-ATH-8879007
AT3G21240,AT3G21240.1,B1GUZ3,R-ATH-1119418
AT3G21240,AT3G21240.1,B1GUZ7,R-ATH-1119418
AT3G21240,AT3G21240.1,B1GUZ8,R-ATH-1119418
AT3G21240,AT3G21240.1,A0A178VMQ7,R-ATH-1119418
AT3G21240,AT3G21240.1,B1GV07,R-ATH-1119418
AT3G21240,AT3G21240.1,B1GUZ2,R-ATH-1119418
AT3G21240,AT3G21240.1,B1GV10,R-ATH-1119418
AT3G21240,AT3G21240.1,B1GV02,R-ATH-1119418
AT3G21240,AT3G21240.1,B1GUZ6,R-ATH-1119418
AT3G21240,AT3G21240.3,A0A1I9LR43,R-ATH-1119418
AT3G21240,AT3G21240.2,A0A1I9LR43,R-ATH-1119418
AT5G49810,AT5G49810.1,A0A178U9P4,R-ATH-1119349
AT5G49810,AT5G49810.1,Q0WM74,R-ATH-1119349
AT5G10240,AT5G10240.2,F4KGS3,R-ATH-1119495
AT5G10240,AT5G10240.2,F4KGS3,R-ATH-1119553
AT5G10240,AT5G10240.2,F4KGS3,R-ATH-1119354
AT5G10240,AT5G10240.1,A0A178UAJ4,R-ATH-1119495
AT5G10240,AT5G10240.1,A0A178UAJ4,R-ATH-1119553
AT5G10240,AT5G10240.1,A0A178UAJ4,R-ATH-1119354
AT3G22890,AT3G22890.1,A0A178VCV2,R-ATH-1119529
AT3G22890,AT3G22890.1,B2CT25,R-ATH-1119529
AT3G22890,AT3G22890.1,B2CT35,R-ATH-1119529
AT3G22890,AT3G22890.1,B2CT24,R-ATH-1119529
AT3G22890,AT3G22890.1,B2CT50,R-ATH-1119529
AT3G22890,AT3G22890.1,Q42281,R-ATH-1119529
AT3G22890,AT3G22890.1,B2CT32,R-ATH-1119529
AT5G51460,AT5G51460.3,A0A178UCG0,R-ATH-1119516
AT5G51460,AT5G51460.3,B9DHX6,R-ATH-1119516
AT5G51460,AT5G51460.5,A0A178UCG0,R-ATH-1119516
AT5G51460,AT5G51460.1,A0A178UCG0,R-ATH-1119516
AT5G51460,AT5G51460.4,A0A178UBZ5,R-ATH-1119516
AT5G51460,AT5G51460.2,A0A178UBZ5,R-ATH-1119516
AT5G49650,AT5G49650.1,A0A178U884,R-ATH-1119451
AT5G49650,AT5G49650.2,F4K670,R-ATH-1119451
AT1G48850,AT1G48850.2,F4I032,R-ATH-1119430
AT1G48850,AT1G48850.3,F4I033,R-ATH-1119430
AT1G48850,AT1G48850.1,Q0WUP7,R-ATH-1119430
AT1G48850,AT1G48850.1,A0A178W8K1,R-ATH-1119430
AT3G18030,AT3G18030.1,A0A178VKW1,R-ATH-1119394
AT1G51690,AT1G51690.5,A0A1P8AUA0,R-ATH-5632095
AT1G51690,AT1G51690.3,F4I9M3,R-ATH-5632095
AT1G51690,AT1G51690.2,A0A178WBC1,R-ATH-5632095
AT1G51690,AT1G51690.4,ND,R-ATH-5632095
AT1G51690,AT1G51690.1,A0A178W9D6,R-ATH-5632095
AT1G51690,AT1G51690.1,A0A178W8Q2,R-ATH-5632095
AT1G50110,AT1G50110.1,A0A178WB05,R-ATH-1119479
AT1G50110,AT1G50110.1,Q0WUX7,R-ATH-1119479
AT1G50110,AT1G50110.2,A0A1P8AMV4,R-ATH-1119479
AT5G59290,AT5G59290.4,A0A1P8BFI1,R-ATH-1119428
AT5G59290,AT5G59290.4,A0A1P8BFI1,R-ATH-1119620
AT5G59290,AT5G59290.4,A0A1P8BFI1,R-ATH-1119563
AT5G59290,AT5G59290.1,A0A178UDR3,R-ATH-1119428
AT5G59290,AT5G59290.1,A0A178UDR3,R-ATH-1119620
AT5G59290,AT5G59290.1,A0A178UDR3,R-ATH-1119563
AT5G59290,AT5G59290.3,A0A1P8BFL8,R-ATH-1119428
AT5G59290,AT5G59290.3,A0A1P8BFL8,R-ATH-1119620
AT5G59290,AT5G59290.3,A0A1P8BFL8,R-ATH-1119563
AT5G59290,AT5G59290.2,F4KHU8,R-ATH-1119428
AT5G59290,AT5G59290.2,F4KHU8,R-ATH-1119620
AT5G59290,AT5G59290.2,F4KHU8,R-ATH-1119563
AT1G55510,AT1G55510.1,A0A178W102,R-ATH-1119479
AT4G13940,AT4G13940.2,F4JTV5,R-ATH-1119501
AT4G13940,AT4G13940.2,A0A0B4ULJ4,R-ATH-1119501
AT4G13940,AT4G13940.2,Q0WMC0,R-ATH-1119501
AT4G13940,AT4G13940.4,A8MQP1,R-ATH-1119501
AT4G13940,AT4G13940.4,B9DG03,R-ATH-1119501
AT4G13940,AT4G13940.1,A0A178UZR5,R-ATH-1119501
AT4G13940,AT4G13940.1,Q5D6C3,R-ATH-1119501
AT4G13940,AT4G13940.1,Q5D6C4,R-ATH-1119501
AT4G13940,AT4G13940.1,Q5D6C5,R-ATH-1119501
AT4G13940,AT4G13940.1,A7XB43,R-ATH-1119501
AT4G13940,AT4G13940.3,F4JTV4,R-ATH-1119501
AT4G13940,AT4G13940.3,C0Z3F3,R-ATH-1119501
AT2G46370,AT2G46370.3,ND,R-ATH-6787011
AT2G46370,AT2G46370.2,A0A178VQG1,R-ATH-6787011
AT2G46370,AT2G46370.1,A0A178VQG1,R-ATH-6787011
AT2G46370,AT2G46370.4,F4II77,R-ATH-6787011
AT4G37930,AT4G37930.1,A0A178UYX1,R-ATH-1119617
AT4G37930,AT4G37930.1,A0A178UYX1,R-ATH-1119312
AT4G37930,AT4G37930.1,A0A178UYX1,R-ATH-1119311
AT4G37930,AT4G37930.1,Q42289,R-ATH-1119617
AT4G37930,AT4G37930.1,Q42289,R-ATH-1119312
AT4G37930,AT4G37930.1,Q42289,R-ATH-1119311
AT4G37930,AT4G37930.1,Q42291,R-ATH-1119617
AT4G37930,AT4G37930.1,Q42291,R-ATH-1119312
AT4G37930,AT4G37930.1,Q42291,R-ATH-1119311
AT3G24170,AT3G24170.3,A0A178V4R8,R-ATH-1119437
AT3G24170,AT3G24170.3,A0A178V4R8,R-ATH-1119298
AT3G24170,AT3G24170.2,A0A178V4R8,R-ATH-1119437
AT3G24170,AT3G24170.2,A0A178V4R8,R-ATH-1119298
AT3G24170,AT3G24170.2,Q56Z05,R-ATH-1119437
AT3G24170,AT3G24170.2,Q56Z05,R-ATH-1119298
AT3G24170,AT3G24170.1,A0A178V4R8,R-ATH-1119437
AT3G24170,AT3G24170.1,A0A178V4R8,R-ATH-1119298
AT2G02070,AT2G02070.1,A0A178VZR3,R-ATH-5679411
AT2G02070,AT2G02070.2,ND,R-ATH-5679411
AT2G46580,AT2G46580.1,A0A178VNX6,R-ATH-1119534
AT2G46580,AT2G46580.1,A0A178VNX6,R-ATH-1119594
AT2G16500,AT2G16500.1,A0A178VZI2,R-ATH-1119304
AT2G16500,AT2G16500.1,A0A178VZI2,R-ATH-1119447
AT4G27960,AT4G27960.2,F4JKF3,R-ATH-5654828
AT4G27960,AT4G27960.1,A0A178UV17,R-ATH-5654828
AT5G37020,AT5G37020.2,B2CT96,R-ATH-5608118
AT5G37020,AT5G37020.2,D3K060,R-ATH-5608118
AT5G37020,AT5G37020.2,E1A6Q0,R-ATH-5608118
AT5G37020,AT5G37020.2,E1A6P4,R-ATH-5608118
AT5G37020,AT5G37020.2,D3K062,R-ATH-5608118
AT5G37020,AT5G37020.2,D3K058,R-ATH-5608118
AT5G37020,AT5G37020.2,E1A6P9,R-ATH-5608118
AT5G37020,AT5G37020.2,D3K061,R-ATH-5608118
AT5G37020,AT5G37020.2,D3K059,R-ATH-5608118
AT5G37020,AT5G37020.1,A0A178UFA9,R-ATH-5608118
AT5G37020,AT5G37020.3,A0A1P8BCS5,R-ATH-5608118
AT3G50750,AT3G50750.1,A0A178VA20,R-ATH-5632095
AT3G50750,AT3G50750.1,A0A178VA20,R-ATH-5679411
AT5G22300,AT5G22300.1,A0A178U938,R-ATH-1119486
AT5G22300,AT5G22300.1,A0A178UAT0,R-ATH-1119486
AT5G22300,AT5G22300.2,A0A1P8BBX1,R-ATH-1119486
AT3G63010,AT3G63010.1,A0A178V9F0,R-ATH-5679411
AT5G19550,AT5G19550.1,Q1EBW2,R-ATH-1119393
AT5G19550,AT5G19550.1,Q1EBW2,R-ATH-1119281
AT5G19550,AT5G19550.1,Q1EBW2,R-ATH-1119553
AT5G19550,AT5G19550.1,A0A384KI72,R-ATH-1119393
AT5G19550,AT5G19550.1,A0A384KI72,R-ATH-1119281
AT5G19550,AT5G19550.1,A0A384KI72,R-ATH-1119553
AT5G19550,AT5G19550.1,Q8L7N7,R-ATH-1119393
AT5G19550,AT5G19550.1,Q8L7N7,R-ATH-1119281
AT5G19550,AT5G19550.1,Q8L7N7,R-ATH-1119553
AT5G23250,AT5G23250.2,B3H632,R-ATH-1119533
AT5G23250,AT5G23250.1,A0A178UAS6,R-ATH-1119533
AT5G23250,AT5G23250.3,A0A1P8BEZ0,R-ATH-1119533
AT2G25300,AT2G25300.1,W8Q717,R-ATH-1119341
AT2G25300,AT2G25300.1,A0A178VQX5,R-ATH-1119341
AT2G25300,AT2G25300.2,A0A1P8B0G1,R-ATH-1119341
AT1G69190,AT1G69190.1,A0A178WMY1,R-ATH-1119523
AT1G69190,AT1G69190.1,A0A178WMY1,R-ATH-1119265
AT1G31670,AT1G31670.1,A0A178WFA4,R-ATH-1119486
AT1G31670,AT1G31670.1,A0A178WFA4,R-ATH-1119271
AT1G31670,AT1G31670.1,A0A178WKA1,R-ATH-1119486
AT1G31670,AT1G31670.1,A0A178WKA1,R-ATH-1119271
AT4G34230,AT4G34230.2,F4JKM2,R-ATH-1119316
AT4G34230,AT4G34230.2,A0A0B4ULR9,R-ATH-1119316
AT4G34230,AT4G34230.1,A0A178V3B0,R-ATH-1119316
AT1G51420,AT1G51420.2,A0A1P8AT44,R-ATH-1119465
AT1G51420,AT1G51420.4,A0A1P8AT44,R-ATH-1119465
AT1G51420,AT1G51420.3,A0A1P8AT44,R-ATH-1119465
AT1G51420,AT1G51420.1,A0A178WHI9,R-ATH-1119465
AT2G19940,AT2G19940.1,A0A1P8B108,R-ATH-1119273
AT2G19940,AT2G19940.1,A0A1P8B108,R-ATH-1119283
AT2G19940,AT2G19940.1,A0A1P8B108,R-ATH-1119295
AT2G19940,AT2G19940.1,A0A1P8B108,R-ATH-1119263
AT2G19940,AT2G19940.1,A0A1P8B108,R-ATH-1119539
AT2G19940,AT2G19940.1,A0A1P8B108,R-ATH-1119622
AT2G19940,AT2G19940.1,A0A178VYZ7,R-ATH-1119273
AT2G19940,AT2G19940.1,A0A178VYZ7,R-ATH-1119283
AT2G19940,AT2G19940.1,A0A178VYZ7,R-ATH-1119295
AT2G19940,AT2G19940.1,A0A178VYZ7,R-ATH-1119263
AT2G19940,AT2G19940.1,A0A178VYZ7,R-ATH-1119539
AT2G19940,AT2G19940.1,A0A178VYZ7,R-ATH-1119622
AT2G19940,AT2G19940.1,C0Z2J2,R-ATH-1119273
AT2G19940,AT2G19940.1,C0Z2J2,R-ATH-1119283
AT2G19940,AT2G19940.1,C0Z2J2,R-ATH-1119295
AT2G19940,AT2G19940.1,C0Z2J2,R-ATH-1119263
AT2G19940,AT2G19940.1,C0Z2J2,R-ATH-1119539
AT2G19940,AT2G19940.1,C0Z2J2,R-ATH-1119622
AT2G19940,AT2G19940.3,A0A1P8B108,R-ATH-1119273
AT2G19940,AT2G19940.3,A0A1P8B108,R-ATH-1119283
AT2G19940,AT2G19940.3,A0A1P8B108,R-ATH-1119295
AT2G19940,AT2G19940.3,A0A1P8B108,R-ATH-1119263
AT2G19940,AT2G19940.3,A0A1P8B108,R-ATH-1119539
AT2G19940,AT2G19940.3,A0A1P8B108,R-ATH-1119622
AT4G31810,AT4G31810.1,A0A178UYS7,R-ATH-1119479
AT3G56460,AT3G56460.1,Q9LXZ4,R-ATH-1119309
AT3G56460,AT3G56460.1,A0A384KNJ3,R-ATH-1119309
AT3G56460,AT3G56460.1,Q0WWG9,R-ATH-1119309
AT4G28950,AT4G28950.1,Q1LYV5,R-ATH-9611432
AT4G28950,AT4G28950.1,A0A178UX53,R-ATH-9611432
AT1G20050,AT1G20050.1,Q0WRA8,R-ATH-1119286
AT1G20050,AT1G20050.1,Q0WRA8,R-ATH-1119439
AT1G20050,AT1G20050.1,Q0WRA8,R-ATH-1119559
AT1G20050,AT1G20050.1,Q0WRA8,R-ATH-1119370
AT1G20050,AT1G20050.1,A0A384KZV1,R-ATH-1119286
AT1G20050,AT1G20050.1,A0A384KZV1,R-ATH-1119439
AT1G20050,AT1G20050.1,A0A384KZV1,R-ATH-1119559
AT1G20050,AT1G20050.1,A0A384KZV1,R-ATH-1119370
AT1G20050,AT1G20050.1,Q8LDC3,R-ATH-1119286
AT1G20050,AT1G20050.1,Q8LDC3,R-ATH-1119439
AT1G20050,AT1G20050.1,Q8LDC3,R-ATH-1119559
AT1G20050,AT1G20050.1,Q8LDC3,R-ATH-1119370
AT5G26600,AT5G26600.2,A0A178UIE8,R-ATH-1119612
AT5G26600,AT5G26600.1,ND,R-ATH-1119612
AT1G07420,AT1G07420.2,ND,R-ATH-1119286
AT1G07420,AT1G07420.2,ND,R-ATH-1119439
AT1G07420,AT1G07420.2,ND,R-ATH-1119559
AT1G07420,AT1G07420.1,A0A178WAJ4,R-ATH-1119286
AT1G07420,AT1G07420.1,A0A178WAJ4,R-ATH-1119439
AT1G07420,AT1G07420.1,A0A178WAJ4,R-ATH-1119559
AT5G16910,AT5G16910.1,A0A178UAL6,R-ATH-1119314
AT5G52560,AT5G52560.1,A0A178UND3,R-ATH-1119431
AT2G43090,AT2G43090.2,F4IQ61,R-ATH-1119540
AT2G43090,AT2G43090.1,A0A178W1Y9,R-ATH-1119540
AT5G61540,AT5G61540.1,A0A178UQ82,R-ATH-1119393
AT5G61540,AT5G61540.2,A0A178UR38,R-ATH-1119393
AT5G61540,AT5G61540.3,A0A178UR38,R-ATH-1119393
AT1G12900,AT1G12900.2,F4HNZ6,R-ATH-1119519
AT1G12900,AT1G12900.2,F4HNZ6,R-ATH-1119424
AT1G12900,AT1G12900.2,Q56Z86,R-ATH-1119519
AT1G12900,AT1G12900.2,Q56Z86,R-ATH-1119424
AT1G12900,AT1G12900.5,A0A1P8APR6,R-ATH-1119519
AT1G12900,AT1G12900.5,A0A1P8APR6,R-ATH-1119424
AT1G12900,AT1G12900.1,A0A178WA64,R-ATH-1119519
AT1G12900,AT1G12900.1,A0A178WA64,R-ATH-1119424
AT1G12900,AT1G12900.4,ND,R-ATH-1119519
AT1G12900,AT1G12900.4,ND,R-ATH-1119424
AT1G12900,AT1G12900.3,ND,R-ATH-1119519
AT1G12900,AT1G12900.3,ND,R-ATH-1119424
AT3G48560,AT3G48560.1,A0A178VL64,R-ATH-1119460
AT3G48560,AT3G48560.1,A0A178VL64,R-ATH-1119600
AT5G62570,AT5G62570.4,A0A1P8BCW4,R-ATH-6788019
AT5G62570,AT5G62570.2,ND,R-ATH-6788019
AT5G62570,AT5G62570.1,A0A178URA5,R-ATH-6788019
AT5G62570,AT5G62570.1,A0A384L8C7,R-ATH-6788019
AT5G62570,AT5G62570.1,A0A178URT3,R-ATH-6788019
AT5G62570,AT5G62570.1,A0A178UQB4,R-ATH-6788019
AT5G62570,AT5G62570.3,A0A178UQ36,R-ATH-6788019
AT5G62570,AT5G62570.3,A0A384L701,R-ATH-6788019
AT5G62570,AT5G62570.3,A0A178UPN9,R-ATH-6788019
